Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-199,Compound 4,COC(N=C1)=C2C=C1N(CCO3)C4=C3C=CC(CNCCCNS(=O)2=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.2,10.1021/acsmedchemlett.0c00061
MKI-200,Compound 5,COC(N=C5)=C6C=C5N(CCO7)C8=C7C=CC(CNCCCCNS(=O)6=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.8,10.1021/acsmedchemlett.0c00061
MKI-201,Compound 8,COC(N=C1)=C2C=C1N(CCO3)C4=C3C=CC(CN(C)CCCCNS(=O)2=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.6,10.1021/acsmedchemlett.0c00061
MKI-202,Compound 10,COC(N=C5)=C6C=C5N(CCO7)C8=C7C=CC(C(NCCCNS(=O)6=O)=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.4,10.1021/acsmedchemlett.0c00061
MKI-203,Compound 11,COC(N=C1)=C2C=C1N(CCO3)C4=C3C=CC(C(NCCCCNS(=O)2=O)=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,7.2,10.1021/acsmedchemlett.0c00061
MKI-204,Compound 15,COC(N=C5)=C6C=C5N(CCO7)C8=C7C=CC(C(N(C)CCCCNS(=O)6=O)=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.2,10.1021/acsmedchemlett.0c00061
MKI-205,Compound 17,COC(N=C1)=C2C=C1N(CCO3)C4=C3C=CC(CNCCCS(N2)(=O)=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,7,10.1021/acsmedchemlett.0c00061
MKI-206,Compound 19,COC(N=C5)=C6C=C5N(CCO7)C8=C7C=CC(CN(C)CCS(N6)(=O)=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,7.7,10.1021/acsmedchemlett.0c00061
MKI-207,Compound 20,COC(N=C1)=C2C=C1N(CCO3)C4=C3C=CC(CN(C)CCCCS(N2)(=O)=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,7.1,10.1021/acsmedchemlett.0c00061
MKI-208,Compound 22,COC(N=C5)=C(NS6(=O)=O)C=C5N(CCO7)C8=C7C=CC(C(NCCC6)=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,7.8,10.1021/acsmedchemlett.0c00061
MKI-209,Compound 24,COC(N=C1)=C(NS2(=O)=O)C=C1N(CCO3)C4=C3C=CC(C(N(C)CC2)=O)=C4,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.9,10.1021/acsmedchemlett.0c00061
MKI-210,Compound 25,COC(N=C5)=C(NS6(=O)=O)C=C5N(CCO7)C8=C7C=CC(C(N(C)CCCC6)=O)=C8,COC(N=C1)=CC=C1N(CCO2)C3=C2C=CC=C3,c1ccc(cn1)N1CCOc2c1cccc2,PI3Kδ(pIC50),Type-I,6.3,10.1021/acsmedchemlett.0c00061
MKI-211,IC19,O=C(OC(C)(C)C)N(CCOCCO1)C2=NC3=C(C4=CC1=C(C(O)=O)C=C4)C=NN3C=C2,O=C(OC(C)(C)C)CC1=NC2=C(C3=CC=C(C(O)=O)C=C3)C=NN2C=C1,c1ccc(cc1)c1cnn2c1nccc2,CK2(Kd(nM)),Type-I,82±16,10.1016/j.ejmech.2020.112770
MKI-212,Comp 21,O=C1[C@@](C2CC2)(C#N)[C@H](COCC3=O)CN1C4=CC(NC5=CC=CC(CCN3)=N5)=NC=C4,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,130,10.1016/j.bmcl.2020.126963
MKI-213,Comp 22,O=C6[C@@](C7CC7)(C#N)[C@H](COCC8=O)CN6C9=CC(NC%10=CC=CC(CC8)=N%10)=NC=C9,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,23,10.1016/j.bmcl.2020.126963
MKI-214,Comp 23,O=C1[C@@](C2CC2)(C#N)[C@H](COCC3=O)CN1C4=CC(NC5=CC=CC(CCCN3)=N5)=NC=C4,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,5.5,10.1016/j.bmcl.2020.126963
MKI-215,Comp 26,O=C6[C@@](C7CC7)(C#N)[C@H](COCCCCOC8)CN6C9=CC(NC%10=CC=CC8=N%10)=NC=C9,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,4.9,10.1016/j.bmcl.2020.126963
MKI-216,Comp 27,O=C1[C@@](C2CC2)(C#N)[C@H](COC/C([H])=C([H])/COC3)CN1C4=CC(NC5=CC=CC3=N5)=NC=C4,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,12,10.1016/j.bmcl.2020.126963
MKI-217,Comp 28,O=C6[C@@](C7CC7)(C#N)[C@H](COC/C([H])=C([H])\COC8)CN6C9=CC(NC%10=CC=CC8=N%10)=NC=C9,O=C1[C@@](C2CC2)(C#N)CCN1C3=CC(NC4=CC=CC=N4)=NC=C3,C1(NC2=CC=CC=N2)=NC=CC(N3CCCC3)=C1,Tyk2(IC50(nM)),Type-I,5.2,10.1016/j.bmcl.2020.126963
MKI-218,OD36,ClC1=CC(C2=C3N=C(NCCOCCO4)C=CN3N=C2)=CC4=C1,ClC1=CC(C2=C3N=CC=CN3N=C2)=CC=C1,c1ccc(cc1)c1cnn2c1nccc2,ALK2(Kd(nM)),Type-I,37,10.1002/jbm4.10230
MKI-219,OD52,CC1=CC(C2=C3N=C(NCCNC4=O)C=CN3N=C2)=CC(CN(C)CC4)=C1,CC1=CC(C2=C3N=CC=CN3N=C2)=CC=C1,c1ccc(cc1)c1cnn2c1nccc2,ALK2(Kd(nM)),Type-I,9.6,10.1002/jbm4.10230
MKI-220,17f,NC1=NC=C(NC2=CC=NC(NC3)=N2)C=C1O[C@H](C)C4=C3C=CC(F)=C4,NC1=NC=C(NC2=CC=NC=N2)C=C1O[C@H](C)C3=CC=CC(F)=C3,c1ccc(cc1)COc1cncc(c1)Nc1ccncn1,ALK(IC50(nM)),Type-I,23,10.1002/cjoc.201900316
MKI-221,Inhibitor 7,O=C(NC5=NC6=CC=C5)C7=CC=CC=C7OCCCN8C6=NN=C8,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,161,10.1021/acs.jmedchem.9b01206
MKI-222,Inhibitor 8,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3OCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,11,10.1021/acs.jmedchem.9b01206
MKI-223,Inhibitor 9,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3OCCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,20,10.1021/acs.jmedchem.9b01206
MKI-224,Inhibitor 11,O=C(N/C(C)=N/C1=C)C2=CC=CC=C2OCCC[C@H](C)N3C1=NN=C3,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,4,10.1021/acs.jmedchem.9b01206
MKI-225,Inhibitor 12,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3OCCC[C@@H](C)N4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,350,10.1021/acs.jmedchem.9b01206
MKI-226,Inhibitor 13,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3OCC[C@@H](C)CN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,14,10.1021/acs.jmedchem.9b01206
MKI-227,Inhibitor 14,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3OC[C@H](C)CCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,13,10.1021/acs.jmedchem.9b01206
MKI-228,Inhibitor 15,O=C(NC1=NC2=CC=C1)C3=CC=CC=C3O[C@@H](C)CCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,165,10.1021/acs.jmedchem.9b01206
MKI-229,Inhibitor 16,O=C(NC1=NC2=CC=C1)C3=CC(F)=CC=C3OCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(F)=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,17,10.1021/acs.jmedchem.9b01206
MKI-230,Inhibitor 17,O=C(NC1=NC2=CC=C1)C3=CC=C(F)C=C3OCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=C(F)C=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,8,10.1021/acs.jmedchem.9b01206
MKI-231,Inhibitor 18,O=C(NC1=NC2=CC=C1)C3=CC=C(F)C=C3OCCC[C@H](C)N4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=C(F)C=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,7,10.1021/acs.jmedchem.9b01206
MKI-232,Inhibitor 19,O=C(NC1=NC2=CC=C1)C3=CC=C(F)C=C3OCC[C@@H](C)CN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC=C(F)C=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,8,10.1021/acs.jmedchem.9b01206
MKI-233,Inhibitor 20,O=C(NC1=NC2=CC=C1)C3=CC(C)=CC=C3OCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(C)=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,31,10.1021/acs.jmedchem.9b01206
MKI-234,Inhibitor 21,O=C(NC1=NC2=CC=C1)C3=CC(N4CCOCC4)=CC=C3OCCCCN5C2=NN=C5,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(N4CCOCC4)=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,8,10.1021/acs.jmedchem.9b01206
MKI-235,Inhibitor 22,O=C(NC1=NC2=CC=C1)C3=CC(N4CC5(COC5)C4)=CC=C3OCCCCN6C2=NN=C6,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(N4CC5(COC5)C4)=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,28,10.1021/acs.jmedchem.9b01206
MKI-236,Inhibitor 23,O=C(NC1=NC2=CC=C1)C3=CC(S(C)(=O)=O)=CC=C3OCCCCN4C2=NN=C4,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(S(C)(=O)=O)=CC=C3,c1ccc(cc1)CNc1cccc(n1)c1nnc[nH]1,ASK1(IC50(nM)),Type-I,8,10.1021/acs.jmedchem.9b01206
MKI-237,Inhibitor 24,O=C(NC1=NC2=CC=C1)C3=CC(N4C=NC(C)=C4)=CC=C3OCCCCN5C2=NN=C5,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(N4C=NC(C)=C4)=CC=C3,c1cc(CNc2cccc(n2)c2nnc[nH]2)cc(c1)n1cncc1,ASK1(IC50(nM)),Type-I,4,10.1021/acs.jmedchem.9b01206
MKI-238,Inhibitor 25,O=C(NC1=NC2=CC=C1)C3=CC(C4=CN(C)N=C4)=CC=C3OCCCCN5C2=NN=C5,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(C4=CN(C)N=C4)=CC=C3,c1cc(CNc2cccc(n2)c2nnc[nH]2)cc(c1)c1c[nH]nc1,ASK1(IC50(nM)),Type-I,5,10.1021/acs.jmedchem.9b01206
MKI-239,Inhibitor 26,O=C(NC1=NC2=CC=C1)C3=CC(C4=CN(CCN(C)C)N=C4)=CC=C3OCCCCN5C2=NN=C5,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(C4=CN(CCN(C)C)N=C4)=CC=C3,c1cc(CNc2cccc(n2)c2nnc[nH]2)cc(c1)c1c[nH]nc1,ASK1(IC50(nM)),Type-I,6,10.1021/acs.jmedchem.9b01206
MKI-240,Inhibitor 27,O=C(NC1=NC2=CC=C1)C3=CC(C4=CN(CCN(C)C)N=C4)=CC=C3OCC[C@@H](C)CN5C2=NN=C5,O=C(NC1=NC(C2=NN=CN2)=CC=C1)C3=CC(C4=CN(CCN(C)C)N=C4)=CC=C3,c1cc(CNc2cccc(n2)c2nnc[nH]2)cc(c1)c1c[nH]nc1,ASK1(IC50(nM)),Type-I,8,10.1021/acs.jmedchem.9b01206
MKI-241,Compound40,CN(CCCCOC1=C(N2C(N3)=O)C3=NC=C1)C4=CC2=C(Cl)C=C4,ClC1=C(N2C3=CC=CN=C3NC2=O)C=CC=C1,c1ccc(cc1)N1CNc2c1cccn2,PKC𝜃IC50(nM),Type-I,0.87,10.1016/j.bmcl.2017.03.099
MKI-242,2,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCNC([C@@H](N)CCCN3)=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,61,10.1002/cmdc.201600589
MKI-243,3,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCNC([C@@H](N)CCCN6)=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,200,10.1002/cmdc.201600589
MKI-244,5,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCCNC([C@@H](N)CCCN3)=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,230,10.1002/cmdc.201600589
MKI-245,6,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCCCCNC([C@@H](N)CCCN6)=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,91,10.1002/cmdc.201600589
MKI-246,7,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCCCCNC([C@@H](N)CCCN3)=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,62,10.1002/cmdc.201600589
MKI-247,9,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCNC([C@@H](N)CCCCN6)=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,140,10.1002/cmdc.201600589
MKI-248,10,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCNC([C@@H](N)CCCCN3)=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,36,10.1002/cmdc.201600589
MKI-249,11(UNC2541),O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCCCNC([C@@H](N)CCCCN6)=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,4.4,10.1002/cmdc.201600589
MKI-250,12,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCCCNC([C@@H](N)CCCCN3)=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,4.1,10.1002/cmdc.201600589
MKI-251,13,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCCCCCNC([C@@H](N)CCCCN6)=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,6.2,10.1002/cmdc.201600589
MKI-252,14,O=C(NCC1=CC=C(N(C)C)C=C1)C2=C(NCCCC[C@@H]3N)N=C(NCCCCCCNC3=O)N=C2,O=C(NCC1=CC=C(N(C)C)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,6.4,10.1002/cmdc.201600589
MKI-253,15,O=C(NCC4=CC(OC)=CC(OC)=C4)C5=C(NCCCC[C@@H]6N)N=C(NCCCCCCNC6=O)N=C5,O=C(NCC1=CC(OC)=CC(OC)=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,25,10.1002/cmdc.201600589
MKI-254,16,O=C(NC1=CC=C(CN2CCOCC2)C=C1)C3=C(NCCCC[C@@H]4N)N=C(NCCCCCCNC4=O)N=C3,O=C(NC1=CC=C(CN2CCOCC2)C=C1)C3=CN=CN=C3,O1CCN(CC1)Cc1ccc(cc1)NCc1cncnc1,Mer(IC50(nM)),Type-I,6,10.1002/cmdc.201600589
MKI-255,17,O=C(NC5=CC=C(N6CCOCC6)C=C5)C7=C(NCCCC[C@@H]8N)N=C(NCCCCCCNC8=O)N=C7,O=C(NC1=CC=C(N2CCOCC2)C=C1)C3=CN=CN=C3,O1CCN(CC1)c1ccc(cc1)NCc1cncnc1,Mer(IC50(nM)),Type-I,9.5,10.1002/cmdc.201600589
MKI-256,18,O=C(NC1=CC=C(N2CCN(C)CC2)C=C1)C3=C(NCCCC[C@@H]4N)N=C(NCCCCCCNC4=O)N=C3,O=C(NC1=CC=C(N2CCN(C)CC2)C=C1)C3=CN=CN=C3,N1CCN(CC1)c1ccc(cc1)NCc1cncnc1,Mer(IC50(nM)),Type-I,4.3,10.1002/cmdc.201600589
MKI-257,19,O=C(NCC5=CN=CC=C5)C6=C(NCCCC[C@@H]7N)N=C(NCCCCCCNC7=O)N=C6,O=C(NCC1=CN=CC=C1)C2=CN=CN=C2,c1ccc(cn1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,6.3,10.1002/cmdc.201600589
MKI-258,20,O=C(NCC1=CC=NC=C1)C2=C(NCCCC[C@@H]3N)N=C(NCCCCCCNC3=O)N=C2,O=C(NCC1=CC=NC=C1)C2=CN=CN=C2,c1ncc(cn1)CNCc1ccncc1,Mer(IC50(nM)),Type-I,4.4,10.1002/cmdc.201600589
MKI-259,21,O=C(NCC4=NC=CC=C4)C5=C(NCCCC[C@@H]6N)N=C(NCCCCCCNC6=O)N=C5,O=C(NCC1=NC=CC=C1)C2=CN=CN=C2,c1ccc(nc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,22,10.1002/cmdc.201600589
MKI-260,22,O=C(NCC1=CN=C(N2N=CC=C2)C=C1)C3=C(NCCCC[C@@H]4N)N=C(NCCCCCCNC4=O)N=C3,O=C(NCC1=CN=C(N2N=CC=C2)C=C1)C3=CN=CN=C3,c1ncc(cn1)CNCc1ccc(nc1)n1cccn1,Mer(IC50(nM)),Type-I,1.5,10.1002/cmdc.201600589
MKI-261,23,O=C(NC5CCNCC5)C6=C(NCCCC[C@@H]7N)N=C(NCCCCCCNC7=O)N=C6,O=C(NC1CCNCC1)C2=CN=CN=C2,N1CCC(CC1)NCc1cncnc1,Mer(IC50(nM)),Type-I,6.5,10.1002/cmdc.201600589
MKI-262,24,O=C(NC1CCOCC1)C2=C(NCCCC[C@@H]3N)N=C(NCCCCCCNC3=O)N=C2,O=C(NC1CCOCC1)C2=CN=CN=C2,O1CCC(CC1)NCc1cncnc1,Mer(IC50(nM)),Type-I,14,10.1002/cmdc.201600589
MKI-263,25,O=C(NC4CCN(CC5=CC=CC=C5)CC4)C6=C(NCCCC[C@@H]7N)N=C(NCCCCCCNC7=O)N=C6,O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=CN=CN=C3,c1ccc(cc1)CN1CCC(CC1)NCc1cncnc1,Mer(IC50(nM)),Type-I,2.9,10.1002/cmdc.201600589
MKI-264,26,O=C(NCC1=CC=C(F)C=C1)C2=C(NCCCC[C@@H]3NC(OC(C)(C)C)=O)N=C(NCCCCCCNC3=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,54,10.1002/cmdc.201600589
MKI-265,27,O=C(NCC4=CC=C(F)C=C4)C5=C(NCCCCC6)N=C(NCCCCCCNC6=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,59,10.1002/cmdc.201600589
MKI-266,28,O=C(NCC1=CC=C(F)C=C1)C2=C(NCCCC[C@@H]3NC)N=C(NCCCCCCNC3=O)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,11,10.1002/cmdc.201600589
MKI-267,29,O=C(NCC4=CC=C(F)C=C4)C5=C(NCCCC[C@@H]6N)N=C(NCCCCCCOC6=O)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,3.9,10.1002/cmdc.201600589
MKI-268,30,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCCCCC(O)CCCCN3)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,68,10.1002/cmdc.201600589
MKI-269,31,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCCCCCC(O)CCCCN6)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,140,10.1002/cmdc.201600589
MKI-270,32,O=C(NCC1=CC=C(F)C=C1)C2=C3N=C(NCCCCCC(O)CCCN3)N=C2,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,21,10.1002/cmdc.201600589
MKI-271,33,O=C(NCC4=CC=C(F)C=C4)C5=C6N=C(NCCCCCCC(O7)C7CCCCCN6)N=C5,O=C(NCC1=CC=C(F)C=C1)C2=CN=CN=C2,c1ccc(cc1)CNCc1cncnc1,Mer(IC50(nM)),Type-I,480,10.1002/cmdc.201600589
MKI-272,36,O=C(NCC1=CN=C(N2N=CC=C2)C=C1)C3=C(NCCCC[C@@H]4N)N=C(NCC(C=C5)=CC=C5CNC4=O)N=C3,O=C(NCC1=CN=C(N2N=CC=C2)C=C1)C3=CN=CN=C3,c1ncc(cn1)CNCc1ccc(nc1)n1cccn1,Mer(IC50(nM)),Type-I,40,10.1002/cmdc.201600589
MKI-273,37,O=C(NC6CCN(CC7=CC=CC=C7)CC6)C8=C(NCCCC[C@@H]9N)N=C(NCC(C=C%10)=CC=C%10CNC9=O)N=C8,O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=CN=CN=C3,c1ccc(cc1)CN1CCC(CC1)NCc1cncnc1,Mer(IC50(nM)),Type-I,21,10.1002/cmdc.201600589
MKI-274,Compound 1,O=C(N[C@@H](C1=CC=CC=C1)COCCC2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,8.791,10.1021/acsmedchemlett.6b00434
MKI-275,Compound 2,O=C(N[C@@H](C5=CC=CC=C5)COCCC6)NC7=CC(C=NN8C)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,10.22,10.1021/acsmedchemlett.6b00434
MKI-276,Compound 3,O=C(N[C@@H](C1=CC=CC=C1)COC[C@@H](O)C2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,13.62,10.1021/acsmedchemlett.6b00434
MKI-277,Compound 4,O=C(N[C@@H](C5=CC=CC=C5)COC[C@H](O)C6)NC7=CC(C=NN8CC)=C8C6=N7,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,3.535,10.1021/acsmedchemlett.6b00434
MKI-278,Compound 11,O=C(N[C@@H](C1=CC=CC=C1)C(C)(C)OCCC2)NC3=CC(C=NN4CC)=C4C2=N3,O=C(NCC1=CC=CC=C1)NC2=CC(C=NN3CC)=C3C=N2,c1ccc(cc1)CNCNc1ncc2c(c1)cn[nH]2,ERK2(IC50(nM)),Type-I,16.22,10.1021/acsmedchemlett.6b00434
